open-file-time,pb-size,pb-meta-accesses,pb-meta-hitrate,pb-meta-evicts,pb-raw-accesses,pb-raw-hitrate,pb-raw-evicts,read-data-time,wrkr-num-objs,mean-obj-time,num-dsets,mean-dset-time,worker#,num-workers,file,obj-type,tot-num-obj,gather-time,tot-runtime
0.23974366000038572,64000000,169973,99.65641601901478,583,75436,63.24964208070417,27716,3042.3751778119986,62,49.070567384064496,62405,0.04875210604618217,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,6.954587381998863,3043.0595193849986
0.31006076199992094,64000000,169257,99.80503022031584,329,71995,88.98117924855893,7926,939.7931367579986,62,15.157953818677397,62405,0.015059580750869299,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,127.66503127599935,940.4666352029999
0.24505879799835384,64000000,146425,99.7036025268909,431,59091,97.46661928212419,1492,311.3946920749986,500,0.6227893841499972,62405,0.004989899720775556,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,7.333140071998059,311.7733844149989
0.43157967799925245,64000000,138334,93.46653751066259,9036,79925,73.05098529871755,21533,3390.7526994779982,500,6.781505398955996,62405,0.05433463183203266,0,1,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,shots,500,127.24923461000071,3391.302082588001
0.24199137200048426,64000000,103352,99.69521634801455,314,43159,66.13915985078431,14607,1593.5795031890011,32,49.799359474656285,32488,0.049051326741843176,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,7.993888045999483,1594.0983071890005
0.2502902849992097,64000000,100225,99.70466450486406,295,36063,63.43898178188171,13178,1443.552262178,30,48.11840873926667,29917,0.048251905678309996,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,7.993888045999483,1594.0983071890005
0.4261955170004512,64000000,108730,99.83169318495355,181,35529,88.4150975259647,4110,489.6617830920004,32,15.301930721625013,34341,0.014258809676247063,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,132.58402443700106,490.38545372700173
0.41501407100076904,64000000,87330,99.83052788274361,147,36466,89.68628311303681,3754,458.82006352700046,30,15.294002117566682,28064,0.016349061556691864,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,132.58402443700106,490.38545372700173
0.2445880199993553,64000000,73565,99.68735132196016,228,29706,97.44832693731907,752,152.38861576300042,251,0.6071259592151411,31354,0.004860260756617989,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,7.648221281000588,152.75842404800278
0.235211523999169,64000000,72864,99.69944005270092,217,29396,97.4928561709076,731,148.59889966099945,249,0.5967827295622468,31051,0.004785639743035633,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,7.648221281000588,152.75842404800278
0.24397886899896548,64000000,69433,93.47284432474471,4529,40274,72.94780751849828,10890,1536.872104416998,251,6.122996431940231,31328,0.04905745992138017,0,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,shots,500,128.11959089800075,1540.5004669139962
0.4314735419975477,64000000,68930,93.4179602495285,4534,40358,73.10322612617077,10850,1539.946499335998,249,6.184524093718867,31077,0.049552611234546386,1,2,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,shots,500,128.11959089800075,1540.5004669139962
0.24149672900239239,64000000,62491,99.73276151765855,166,22194,66.8559070018924,7349,727.0885101620006,16,45.44303188512504,14996,0.04848549680994936,0,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,7.554546023995499,727.492959975003
0.25219785099761793,64000000,62330,99.73527996149527,164,20637,66.12395212482434,6984,681.7098833909986,16,42.60686771193741,16057,0.04245561956722916,1,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,7.554546023995499,727.492959975003
0.24053264899703208,64000000,62353,99.72896251984668,168,22824,68.01612337889941,7293,726.9711819580043,16,45.43569887237527,15996,0.045447060637534654,2,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,7.554546023995499,727.492959975003
0.2650676609991933,64000000,68745,99.78180231289548,149,19878,67.68286547942449,6417,634.7340965119947,14,45.338149750856765,15356,0.041334598626725366,3,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,signals,62,7.554546023995499,727.492959975003
0.42079966100573074,64000000,51006,99.64121868015528,181,18787,89.31175813062224,2002,242.03587879899715,16,15.127242424937322,14068,0.01720471131639161,0,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,127.27307860499423,242.62328199799958
0.3946188960035215,64000000,61421,99.85184220380651,89,16836,88.60180565454976,1913,201.9053341129984,16,12.6190833820624,16485,0.012247821298938331,1,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,127.27307860499423,242.62328199799958
0.3966027310016216,64000000,60605,99.81684679481891,109,19745,89.0453279311218,2157,233.02654894000443,16,14.564159308750277,16000,0.014564159308750277,2,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,127.27307860499423,242.62328199799958
0.38813500300602755,64000000,59705,99.82246043044971,105,16631,88.56953881305995,1894,201.82859993300372,14,14.416328566643122,15852,0.012732059041950777,3,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70_reorder.hdf5,signals,62,127.27307860499423,242.62328199799958
0.24204440400353633,64000000,36895,99.66933188778967,120,14902,97.47684874513489,370,63.29787243200553,126,0.5023640669206788,15731,0.0040237666030135105,0,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,7.50373831899924,63.659131322994654
0.24190190700028324,64000000,36966,99.6970188822161,110,14922,97.50703659026941,366,62.13813818100607,126,0.4931598268333815,15739,0.003948035973124472,1,4,s3://psfchdf5/mw_files/v4_files/shot500_sig70.hdf5,shots,500,7.50373831899924,63.659131322994654
